compound_name,Canonical Smile,Predicted pIC50,standard_value,Bioactivity
"17,21-(Methylboranediyl)bisoxy-3alpha-trimethylsilyloxy-5beta-pregnane-11,20-dione",B1(OCC(=O)C2(O1)CCC3C2(CC(=O)C4C3CCC5C4(CCC(C5)O[Si](C)(C)C)C)C)C,3.94814,112683.43932866384,inactive
"[[(20R)-5alpha-Pregnane-3alpha,20-diyl]bisoxy]bis(trimethylsilane)",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O[Si](C)(C)C)C)C)O[Si](C)(C)C,4.4578996,34841.78765011439,inactive
"[[(20S)-5beta-Pregnane-3alpha,11beta,17,20,21-pentyl]penta(oxy)]pentakis(trimethylsilane)",CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(CO[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)C)O[Si](C)(C)C)O[Si](C)(C)C,4.6490445,22436.519453288885,inactive
"17-(Trimethylsiloxy)-5beta-pregnane-3,20-dione bis(O-methyl oxime)",CC(=NOC)C1(CCC2C1(CCC3C2CCC4C3(CCC(=NOC)C4)C)C)O[Si](C)(C)C,4.0473228,89676.2109479408,inactive
(19E)-3alpha-Hydroxy-20-oxo-5beta-pregnane-19-al O-(carboxymethyl)oxime,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C=NOCC(=O)O)C,4.5567927,27746.43967785,inactive
3alpha-Hydroxy-3-(methoxymethyl)-21-piperidino-5alpha-pregnane-20-one,CC12CCC(CC1CCC3C2CCC4(C3CCC4C(=O)CN5CCCCC5)C)(COC)O,4.267707,53987.48904967671,inactive
(20R)-N-(tert-Butyloxycarbonylmethyl)-3beta-acetoxy-18-[[[(2S)-2-(9H-fluorene-9-ylmethoxycarbonylamino)-3-phenylpropanoyl]amino]methyl]-20-(acetoxymethyl)-5alpha-pregnane-19-oic amide,CC(COC(=O)C)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)C)C(=O)NCC(=O)OC(C)(C)C)CCNC(=O)C(CC5=CC=CC=C5)NC(=O)OCC6C7=CC=CC=C7C8=CC=CC=C68,4.7683578,17046.775678975533,inactive
"3beta-Hydroxy-7-aza-5alpha-pregnane-6,20-dione",CC(=O)C1CCC2C1(CCC3C2NC(=O)C4C3(CCC(C4)O)C)C,4.6014295,25036.322521845734,inactive
"3beta-(tert-Butyldimethylsiloxy)-20-acetoxy-5alpha-pregnane-5,6beta-diol",CC(C1CCC2C1(CCC3C2CC(C4(C3(CCC(C4)O[Si](C)(C)C(C)(C)C)C)O)O)C)OC(=O)C,4.5571685,27722.444089610915,inactive
"4alpha,5alpha-Epoxy-17alpha-(4-bromobenzoyloxy)pregnane-3,20-dione",CC(=O)C1(CCC2C1(CCC3C2CCC45C3(CCC(=O)C4O5)C)C)OC(=O)C6=CC=C(C=C6)Br,5.415252,3843.685021238664,intermediate
"5beta-Pregnane-3alpha,11alpha,20-triol 3,20-diacetate",CC(C1CCC2C1(CC(C3C2CCC4C3(CCC(C4)OC(=O)C)C)O)C)OC(=O)C,4.9245315,11897.851393285746,inactive
"1alpha-Iodo-5alpha-pregnane-3beta,11alpha,20-triol 3,20-diacetate",CC(C1CCC2C1(CC(C3C2CCC4C3(C(CC(C4)OC(=O)C)I)C)O)C)OC(=O)C,4.8560905,13928.663752503246,inactive
3alpha-(Sulfonatooxy)-5beta-pregnane-20-one,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OS(=O)(=O)[O-])C)C,5.191953,6427.570040222684,intermediate
"3,3-(Ethylenedioxy)-5alpha-pregnane-11,20-dione",CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC5(C4)OCCO5)C)C,4.129468,74221.89456628043,inactive
"3beta-(alpha-L-Rhamnopyranosyloxy)-5beta-pregnane-14beta,20-diol",CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C(C)O)O)C)C)O)O)O,5.044631,9023.37477554375,intermediate
"3beta-(beta-D-Digitoxosyloxy)-5beta-pregnane-14beta,20-diol",CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C(C)O)O)C)C)O)O,5.0708776,8494.199325643785,intermediate
"(20R)-3alpha,20-Bis[(trimethylsilyl)oxy]-5beta-pregnane",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O[Si](C)(C)C)C)C)O[Si](C)(C)C,4.4578996,34841.78765011439,inactive
"(20S)-3alpha,17,20-Trihydroxy-5alpha-pregnane-6,16-dione",CC(C1(C(=O)CC2C1(CCC3C2CC(=O)C4C3(CCC(C4)O)C)C)O)O,4.6051264,24824.10611680052,inactive
"(20S)-6-Methoxy-20-(phenylsulfonylmethyl)-3alpha,5-cyclo-5alpha-pregnane",CC(CS(=O)(=O)C1=CC=CC=C1)C2CCC3C2(CCC4C3CC(C56C4(CCC5C6)C)OC)C,3.9340444,116400.71255495436,inactive
"(17S)-3beta-[4-O-[4-O-(3-O-Methyl-6-deoxy-beta-D-allopyranosyl)-3-O-methyl-2,6-dideoxy-beta-D-galactopyranosyl]-3-O-methyl-2,6-dideoxy-beta-D-gulopyranosyloxy]-5alpha-pregnane-12beta,14beta,17,20-tetraol 12-acetate 20-benzoate",CC1C(C(C(C(O1)OC2C(OC(CC2OC)OC3C(OC(CC3OC)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7(C(C)OC(=O)C8=CC=CC=C8)O)O)C)OC(=O)C)C)C)C)O)OC)O,6.0357327,921.0161675318756,active
"(20S)-20-(3-Oxo-16-hydroxy-2,5,8,11,14-pentaoxahexadecane-1-yl)-5alpha-pregnane-3beta,6alpha,7beta-triol",CC(COC(=O)COCCOCCOCCOCCO)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C,4.67916,20933.405291412328,inactive
"Bis[(20S)-3beta-hydroxy-20-methyl-5alpha-pregnane-21-oic acid]2,3-bis(1-oxo-17-hydroxy-3,6,9,12,15-pentaoxaheptadecane-1-yloxy)-1,4-butanediyl",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)C(=O)OCC(C(COC(=O)C(C)C5CCC6C5(CCC7C6CCC8C7(CCC(C8)O)C)C)OC(=O)COCCOCCOCCOCCOCCO)OC(=O)COCCOCCOCCOCCOCCO,4.3147955,48440.04143045137,inactive
"(17R)-5-Bromo-6beta-chloro-3beta,17-dihydroxy-5alpha-pregnane-21-carboxylic acid 21,17-lactone",CC12CCC(CC1(C(CC3C2CCC4(C3CCC45CCC(=O)O5)C)Cl)Br)O,4.4873004,32561.14018303345,inactive
"(20R)-3beta-[[4-O-[4-O-(6-Deoxy-3-O-methyl-beta-D-allopyranosyl)-2,6-dideoxy-3-O-methyl-beta-D-glucopyranosyl]-2,6-dideoxy-3-O-methyl-beta-D-allopyranosyl]oxy]-5alpha-pregnane-12beta,14beta,20-triol 12-benzoate 20-acetate",CC1C(C(C(C(O1)OC2C(OC(CC2OC)OC3C(OC(CC3OC)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C(C)OC(=O)C)O)C)OC(=O)C8=CC=CC=C8)C)C)C)O)OC)O,7.3360057,46.131153297988206,active
"(20S)-3beta-[[3-O-Methyl-4-O-[3-O-methyl-4-O-(3-O-methyl-6-deoxy-beta-D-allopyranosyl)-2,6-dideoxy-beta-D-arabino-hexopyranosyl]-2,6-dideoxy-beta-D-ribo-hexopyranosyl]oxy]-20-(beta-D-glucopyranosyloxy)-5alpha-pregnane-11alpha,12beta,14beta-triol",CC1C(C(C(C(O1)OC2C(OC(CC2OC)OC3C(OC(CC3OC)OC4CCC5(C(C4)CCC6C5C(C(C7(C6(CCC7C(C)OC8C(C(C(C(O8)CO)O)O)O)O)C)O)O)C)C)C)O)OC)O,5.3046074,4958.982876263597,intermediate
20-[2-[4-[(Dimethylamino)sulfonyl]benzofurazan-7-yl]hydrazono]-5beta-pregnane-3beta-sulfonic acid,CC(=NNC1=CC=C(C2=NON=C12)S(=O)(=O)N(C)C)C3CCC4C3(CCC5C4CCC6C5(CCC(C6)S(=O)(=O)O)C)C,5.244734,5692.01701415711,intermediate
"4-Oxo-7-(3alpha,6xi,7beta-trihydroxy-5beta-pregnane-20-yl)-5-azaheptanoic acid",CC(CCNC(=O)CCC(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C,4.5284557,29617.21825430666,inactive
"3beta-Acetoxy-12beta,14beta-dihydroxy-5alpha-pregnane-20-one",CC(=O)C1CCC2(C1(C(CC3C2CCC4C3(CCC(C4)OC(=O)C)C)O)C)O,4.8750777,13332.82796953634,inactive
"(17S)-20-Methyl-5alpha-pregnane-3beta,16alpha,20-triol",CC12CCC(CC1CCC3C2CCC4(C3CC(C4C(C)(C)O)O)C)O,4.282283,52205.60952444311,inactive
(20S)-3beta-[4-O-(2-O-beta-D-Glucopyranosyl-4-O-beta-D-xylopyranosyl-beta-D-glucopyranosyl)-beta-D-galactopyranosyloxy]-16beta-[[(4R)-4-methyl-5-(beta-D-glucopyranosyloxy)valeryl]oxy]-5alpha-pregnane-20-ol,CC(CCC(=O)OC1CC2C3CCC4CC(CCC4(C3CCC2(C1C(C)O)C)C)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)OC7C(C(C(CO7)O)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)O)O)COC9C(C(C(C(O9)CO)O)O)O,4.8726687,13406.989117643294,inactive
"3beta,9beta,11-Triacetoxy-9,11-seco-5alpha-pregnane-20-one",CC(=O)C1CCC(C1(C)CCOC(=O)C)C2CCC3CC(CCC3(C2OC(=O)C)C)OC(=O)C,5.1800804,6605.711255587195,intermediate
"[(14R,17S)-8,14,17-Trihydroxy-12beta-(trans-cinnamoyloxy)-20-(nicotinoyloxy)pregnane-3beta-yl]4-O-[4-O-(3-O-methyl-6-deoxy-beta-D-glucopyranosyl)-3-O-methyl-2,6-dideoxy-beta-D-glucopyranosyl]-3-O-methyl-2,6-dideoxy-beta-D-altropyranoside",CC1C(C(C(C(O1)OC2C(OC(CC2OC)OC3C(OC(CC3OC)OC4CCC5(C(C4)CCC6(C5CC(C7(C6(CCC7(C(C)OC(=O)C8=CN=CC=C8)O)O)C)OC(=O)C=CC9=CC=CC=C9)O)C)C)C)O)OC)O,6.9854717,103.40184180693984,active
"3-[4-(2,2,2-Trifluoroethoxy)phenyl]-6-(5alpha-pregnane-20-yl)-5,6-dihydro-4H-1,2-thiazine",CC(C1CCC2C1(CCC3C2CCC4C3(CCCC4)C)C)C5CCC(=NS5)C6=CC=C(C=C6)OCC(F)(F)F,4.977233,10538.21529554186,inactive
"17,21-(Butylboranediyl)bisoxy-3alpha-hydroxy-5beta-pregnane-11,20-dione",B1(OCC(=O)C2(O1)CCC3C2(CC(=O)C4C3CCC5C4(CCC(C5)O)C)C)CCCC,4.281487,52301.36360015928,inactive
"(20S)-3alpha-Trimethylsilyloxy-17,20-[(methylboranediyl)bisoxy]-5beta-pregnane",B1(OC(C2(O1)CCC3C2(CCC4C3CCC5C4(CCC(C5)O[Si](C)(C)C)C)C)C)C,4.7224517,18947.342825716765,inactive
"(20S)-3beta-Methoxy-4beta,19-dihydroxy-20-[4,5-dimethyl-6-oxo-3,6-dihydro-2H-pyran-2beta-yl]-3,19:5,6beta-diepoxy-5beta-pregnane-1-one",CC1=C(C(=O)OC(C1)C(C)C2CCC3C2(CCC4C3CC5C6(C47C(OC(C6O)(CC7=O)OC)O)O5)C)C,5.3604946,4360.189717074486,intermediate
3alpha-Hydroxy-11-oxa-5beta-pregnane,CCC1CCC2C1(COC3C2CCC4C3(CCC(C4)O)C)C,3.484576,327660.442281756,inactive
3alpha-Hydroxy-3-(methoxymethyl)-21-(1H-imidazole-1-yl)pregnane-20-one,CC12CCC(CC1CCC3C2CCC4(C3CCC4C(=O)CN5C=CN=C5)C)(COC)O,4.493381,32108.42305958344,inactive
"3-[(4-O-beta-D-Glucopyranosyl-3-O-methyl-beta-D-fucopyranosyl)oxy]pregnane-14,20-diol",CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C(C)O)O)C)C)O)OC)OC6C(C(C(C(O6)CO)O)O)O,4.8547587,13971.442911561062,inactive
"20,20'-[(E)-Ethene-1,2-diyl]bis(3alpha,12alpha-diacetoxy-5beta-pregnane)",CC(C=CC(C)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)OC(=O)C)C)OC(=O)C)C)C5CCC6C5(C(CC7C6CCC8C7(CCC(C8)OC(=O)C)C)OC(=O)C)C,4.9245315,11897.851393285746,inactive
17-hydroxy-3-oxo-4-pregnane-20-carboxyl-CoA,CC(C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)C4(CCC5C4(CCC6C5CCC7=CC(=O)CCC67C)C)O,3.0691187,852866.9042756018,inactive
"(20S)-3beta,6alpha-Bis(tert-butyldimethylsiloxy)-20-acetoxy-5alpha-pregnane-15-one",CC(C1CC(=O)C2C1(CCC3C2CC(C4C3(CCC(C4)O[Si](C)(C)C(C)(C)C)C)O[Si](C)(C)C(C)(C)C)C)OC(=O)C,5.298382,5030.581560477184,intermediate
3beta-[(beta-D-Glucopyranuronosyl)oxy]-5beta-pregnane-20-one,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C,4.407333,39144.17125749098,inactive
14beta-Hydroxy-3beta-[4-O-[4-O-(beta-D-glucopyranosyl)-beta-D-glucopyranosyl]-3-O-methyl-beta-D-galactopyranosyloxy]-15alpha-(benzoyloxy)-5alpha-pregnane-20-one,CC(=O)C1CC(C2(C1(CCC3C2CCC4C3(CCC(C4)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)O)O)O)O)O)OC)O)C)C)O)OC(=O)C8=CC=CC=C8,6.187394,649.5399355016774,active
Pregnane-trial,CC12CCCCC1CCC3C2CCC4(C3CC(=O)C4C(=O)C=O)C,4.863837,13682.429992529484,inactive
"5alpha-Pregnane-3,11,20,21-tetrol",CC12CCC(CC1CCC3C2C(CC4(C3CCC4C(CO)O)C)O)O,4.5235906,29950.869528572683,inactive
Tetrabromo pregnane,CC12CCCCC1CCC3C2CCC4(C3CCC4C(C(Br)(Br)Br)Br)C,4.9235063,11925.970756444094,inactive
Tigloyl pregnane,CC=C(C)C(=O)CCC1CCC2C1(CCC3C2CCC4C3(CCCC4)C)C,4.8011866,15805.689222223236,inactive
19-Nor-5alpha-pregnane,CCC1CCC2C1(CCC3C2CCC4C3CCCC4)C,3.7661147,171350.46535915066,inactive
3-(N-acetyl-N-methylamino)-20-amino-pregnane,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)N(C)C(=O)C)C)C)N,5.0653768,8602.47147915077,intermediate
"21-Bromo-3alpha-hydroxy-2alpha-methyl-5alpha-pregnane-11,20-dione",CC1CC2(C(CCC3C2C(=O)CC4(C3CCC4C(=O)CBr)C)CC1O)C,5.3052497,4951.654211200686,intermediate
"21-Bromo-3alpha-hydroxy-5beta-pregnane-11,20-dione",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CBr)C)O,4.623549,23793.09920973619,inactive
"4beta-Bromo-3alpha-hydroxy-5alpha-pregnane-11,20-dione",CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4Br)O)C)C,4.7805924,16573.245302260068,inactive
"3beta-[3-Methoxy-4-(3-O-methyl-6-deoxy-beta-D-allopyranosyloxy)-5-hydroxyhexanoyloxy]-11alpha-(2-methyl-2-butenoyloxy)-12beta-acetoxy-8beta,14beta-epoxy-5alpha-pregnane-20-one",CC=C(C)C(=O)OC1C2C3(CCC(CC3CCC24C5(O4)CCC(C5(C1OC(=O)C)C)C(=O)C)OC(=O)CC(C(C(C)O)OC6C(C(C(C(O6)C)O)OC)O)OC)C,5.094702,8040.7809864690835,intermediate
2-Oxobutanedioic acid 4-(3beta-acetoxy-14beta-hydroxy-5beta-pregnane-21-yl) ester,CC(=O)OC1CCC2(C(C1)CCC3C2CCC4(C3(CCC4CCOC(=O)CC(=O)C(=O)O)O)C)C,4.739708,18209.24977856556,inactive
"Pregnane-3,16,20-triol, Derivative of",CC1=CC=C(C=C1)S(=O)(=O)OC2CCC3(C(C2)CCC4C3CCC5(C4CCC5C(C)OC(=O)C)C)C,4.9591203,10987.015227030535,inactive
"(3a,5a,20R)-Pregnane-3,17,20-triol",CC(C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O)O,4.3891764,40815.35998743012,inactive
"5alpha-Pregnane-3,11,20-trione, 5,6alpha-epoxy-17-hydroxy-, cyclic 3,20-bis(ethylene acetal)",CC12CCC3(CC14C(O4)CC5C2C(=O)CC6(C5CCC6(C7(OCCO7)C)O)C)OCCO3,3.7137744,193297.19742344168,inactive
"Pregnane-11,20-dione, 1,3,17,21-tetrahydroxy-, (1beta,3alpha,5alpha)-",CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4C3(C(CC(C4)O)O)C,4.332946,46457.32250790681,inactive
"Pregnane-3,17-diol, (3alpha,5alpha)-",CCC1(CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O,4.053185,88473.86784205704,inactive
Pregnanediol,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O,4.5779104,26429.53831538944,inactive
"Allopregnane-3beta,17alpha,21-triol-11,20-dione",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C)O,4.332946,46457.32250790681,inactive
Pregnanetriol,CC(C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O)O,4.3891764,40815.35998743012,inactive
"4,5beta-Dihydrocortisone",CC12CCC(=O)CC1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,3.98603,103268.98255858196,inactive
Renanolone,CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,4.6014295,25036.322521845734,inactive
Beta-Cortol,CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(CO)O)O)C)O)O,4.599513,25147.0442562381,inactive
"Allopregnane-3alpha,20beta-diol",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O,4.5779104,26429.53831538944,inactive
Alfaxalone,CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,4.6014295,25036.322521845734,inactive
Hydroxydione,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4C(=O)CO)C,4.152616,70369.42072747265,inactive
Dihydrocortisone acetate,CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4C3(CCC(=O)C4)C)C)O,3.9741013,106144.7931364248,inactive
Hydroxydione sodium succinate,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4C(=O)COC(=O)CCC(=O)[O-])C.[Na+],3.9988441,100266.49953160992,inactive
Pregnanediol V,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O,4.5779104,26429.53831538944,inactive
Tetrahydrocortisone,CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C)O,4.332946,46457.32250790681,inactive
Dihydrocortisol,CC12CCC(=O)CC1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,3.98603,103268.98255858196,inactive
Cortol,CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(CO)O)O)C)O)O,4.599513,25147.0442562381,inactive
Pregnanetriolone,CC(C1(CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C)O)O,4.5779104,26429.53831538944,inactive
5alpha-Dihydrodeoxycorticosterone,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4C(=O)CO)C,4.152616,70369.42072747265,inactive
"Allopregnane-3alpha,20alpha-diol",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O,4.5779104,26429.53831538944,inactive
Hydrallostane,CC12CCC(=O)CC1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,3.98603,103268.98255858196,inactive
"Allopregnane-3beta,17alpha,21-triol-11,20-dione 3,21-diacetate",CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)OC(=O)C)C)C)O,4.899668,12598.875470000285,inactive
Hydroxydione hydrogen succinate,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4C(=O)COC(=O)CCC(=O)O)C,3.9988441,100266.49953160992,inactive
"Allopregnane-3beta,21-diol-11,20-dione 3,21-diacetate",CC(=O)OCC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)OC(=O)C)C)C,5.0111084,9747.463139608011,intermediate
Allopregnanolone,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,4.6014295,25036.322521845734,inactive
"3-Hydroxypregnane-11,20-dione",CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,4.6014295,25036.322521845734,inactive
Alfadolone acetate,CC(=O)OCC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,4.4324574,36943.88408615598,inactive
"(3R,5R,8R,9S,10S,13S,14S,17R)-17-[(1S)-1,2-dihydroxyethyl]-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthrene-3,17-diol",CC12CCC(CC1CCC3C2CCC4(C3CCC4(C(CO)O)O)C)O,4.410779,38834.79354387925,inactive
Terminaline,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4O)O)C)C)N(C)C,4.754738,17589.85040632128,inactive
Epipregnanolone,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,4.6014295,25036.322521845734,inactive
"Allopregnane-3beta,17alpha,20beta,21-tetrol",CC12CCC(CC1CCC3C2CCC4(C3CCC4(C(CO)O)O)C)O,4.410779,38834.79354387925,inactive
Dihydrotomatidine,CC1CCC(NC1)C(C)C2C(CC3C2(CCC4C3CCC5C4(CCC(C5)O)C)C)O,5.311904,4876.363214478371,intermediate
Dihydrotomatidine B,CC1CCC(NC1)C(C)C2C(CC3C2(CCC4C3CCC5C4(CCC(C5)O)C)C)O,5.311904,4876.363214478371,intermediate
"Allopregnane-3beta,17alpha,20beta,21-tetrol 3,20,21-triacetate",CC(=O)OCC(C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)C)C)C)O)OC(=O)C,4.276277,52932.56441872997,inactive
"Allopregnane-3beta,20alpha-diol",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O,4.5779104,26429.53831538944,inactive
"Allopregnane-3beta,17alpha,20alpha-triol 3,20-diacetate",CC(C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)C)C)C)O)OC(=O)C,4.7357974,18373.952730424346,inactive
"Allopregnane-3alpha,20alpha-diol diacetate",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)C)C)C)OC(=O)C,4.9245315,11897.851393285746,inactive
"Allopregnane-3beta,21-diol-11,20-dione",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CO)C)O,4.444386,35942.97283031191,inactive
"Allopregnane-3beta,17alpha,20alpha-triol",CC(C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O)O,4.3891764,40815.35998743012,inactive
"Allopregnane-3beta,17alpha,20beta-triol 3,20-diacetate",CC(C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)C)C)C)O)OC(=O)C,4.7357974,18373.952730424346,inactive
Tetrahydrocorticosterone,CC12CCC(CC1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O)O,4.506887,31125.263798002205,inactive
Allotetrahydrocortisol,CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O)O,4.332946,46457.32250790681,inactive
3beta-Hydroxy-5alpha-pregnan-20-one,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,4.6014295,25036.322521845734,inactive
Cortolone,CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(CO)O)O)C)O,4.599513,25147.0442562381,inactive
"(3alpha,5beta)-3,20-Bis[(Trimethylsilyl)oxy]pregnan-17-ol",CC(C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)O[Si](C)(C)C)C)C)O)O[Si](C)(C)C,4.3891764,40815.35998743012,inactive
"(3R,5R,8S,9S,10S,11S,13S,14S,17R)-17-[(1S)-1-hydroxyethyl]-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthrene-3,11,17-triol",CC(C1(CCC2C1(CC(C3C2CCC4C3(CCC(C4)O)C)O)C)O)O,4.5779104,26429.53831538944,inactive
Chonemorphine,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)N)C)C)N(C)C,4.4578996,34841.78765011439,inactive
"3alpha,17,21-Trihydroxypregnane-11,20-dione",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C)O,4.332946,46457.32250790681,inactive
Dihydroboucerin,CC(C1CCC2(C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C)O)O,4.5157,30500.02087338075,inactive
"3,17-Dihydroxypregnane-11,20-dione",CC(=O)C1(CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C)O,4.2661443,54182.08638186068,inactive
"5alpha-Pregnan-3beta,11beta,20beta,21-tetrol",CC12CCC(CC1CCC3C2C(CC4(C3CCC4C(CO)O)C)O)O,4.5235906,29950.869528572683,inactive
"Allopregnane-3beta,20beta-diol",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O,4.5779104,26429.53831538944,inactive
Alfadolone,CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CO)C)O,4.444386,35942.97283031191,inactive
Stevaladil,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)N(C)C)C)COC(=O)C)OC(=O)C,4.7531457,17654.454593633574,inactive
Dihydrodigacetigenin,CC(=O)C1CC(=O)C2(C1(C(CC3C2CCC4C3(CCC(C4)O)C)OC(=O)C)C)O,5.25775,5523.952884208524,intermediate
Alfathesin,CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C.CC(=O)OCC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,4.4324574,36943.88408615598,inactive
"[2-[(5S,8S,9S,10S,11R,13S,14S,16R,17R)-17-hydroxy-10,13,16-trimethyl-11-(4-methylphenyl)sulfonyloxy-3-oxo-2,4,5,6,7,8,9,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate",CC1CC2C3CCC4CC(=O)CCC4(C3C(CC2(C1(C(=O)COC(=O)C)O)C)OS(=O)(=O)C5=CC=C(C=C5)C)C,4.1350126,73280.32273584645,inactive
"4beta,5beta-Epoxypregnane-3,20-dione",CC(=O)C1CCC2C1(CCC3C2CCC45C3(CCC(=O)C4O5)C)C,4.8723536,13416.72277603405,inactive
Drocinonide,CC1(OC2CC3C4CCC5CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C,3.568699,269961.05516187253,inactive
