canonical_smiles,standard_value,pIC50
CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(OC2CCCCC2)O1)-c1ccccc1,1.0,9.0
O[C@@H]1CC(CCc2c(Cl)cc(Cl)cc2Oc2ccccc2)OC(=O)C1,330.0,6.48
Cn1nnnc1C(/C=C/[C@@H]1C[C@@H](O)CC(=O)O1)=C(c1ccc(F)cc1)c1ccc(F)cc1,24.0,7.62
CC(C)c1c(Cl)c(Cl)c(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,28.0,7.55
CCC(C)(C)C(=O)O[C@H]1C[C@H](C)[C@@H](O)[C@@H]2CC[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12,48.6,7.31
CC[C@H](C)C(=O)O[C@H]1C[C@H](C[C@@H]2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12)\C=C\Cc1ccccc1,7.0,8.15
Cc1cccc(-c2c(-c3ccc(F)cc3)nc(C(F)(F)F)n2CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c1.[Na+],74.0,7.13
CCn1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(C)c1C(=O)Nc1ccccc1.[Na+],2.8,8.55
Cc1cc(-c2ccc(Cl)cc2)c(/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c(C)n1,94.0,7.03
CC(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12,7.7,8.11
O[C@@H]1CC(CCc2c(Cl)cc(Cl)c3ccc(Cl)cc23)OC(=O)C1,32.0,7.49
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(OCc2ccccc2)cc1Cl,450.0,6.35
COc1cccc(c1)-c1ccc(C)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,2500.0,5.6
Cc1ccc(-c2ccc(O)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,2600.0,5.59
Cn1nnc(n1)C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)=C(c1ccc(F)cc1)c1ccc(F)cc1,30000.0,4.52
CC(C)c1c(nn(c1OC[C@@H](O)C[C@@H](O)CC(O)=O)-c1ccc(F)cc1)C(=O)NCC1CCCCC1,17.0,7.77
CC(C)c1c(S(=O)(=O)N(C)Cc2ccccc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],8.0,8.1
COC1C[C@H](OC(=O)c2cccnc2)C[C@@H](/C=C/c2c(-c3ccc(F)cc3)nc(N(C)S(C)(=O)=O)nc2C(C)C)O1,1.0,9.0
O[C@H](CCn1c(nc(c1-c1ccc(F)cc1)-c1ccc(F)cc1)C(F)(F)F)C[C@@H](O)CC([O-])=O,38.0,7.42
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(Cl)cc2OCc2ccc(Cl)cc2)O1,2500.0,5.6
C[C@@H]1C[C@H](OC(=O)CC=C)[C@@H]2[C@@H](CCC3C[C@@H](O)CC(=O)O3)[C@@H](C)C=CC2=C1,2.9,8.54
C[C@H]1C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C2[C@@H](OC(=O)C23CC4CC(CC(C4)C2)C3)C1,3.8,8.42
COc1ccc(CNC(=O)c2nc(-c3ccc(F)cc3)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2C2CC2)cc1F.[Na+],3.7,8.43
CCCCCCCCCCCCCC(O)(CC(O)=O)CC(O)=O,50000.0,4.3
Cc1cc(C(c2ccc(F)c(C)c2)c2cc(Cl)cc(Cl)c2OCC(O)C[C@@H](O)CC(=O)[O-])ccc1F.[Na+],1000.0,6.0
Cc1cccc(c1)-c1nc(n(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c1-c1ccc(F)cc1)C(F)(F)F,29.0,7.54
O[C@@H]1C[C@H](OC(=O)C1)C=C1c2ccccc2C=Cc2ccccc12,1600.0,5.8
Cc1nc(cc(-c2ccc(F)cc2)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1)-c1ccccc1,38.0,7.42
CC(C)c1nc(Nc2nsc(n2)-c2ccccc2)nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O,6.9,8.16
CCC(CC)c1ccc(C(CC)CC)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,100000.0,4.0
CC(C)c1nc(c(-c2ccc(F)cc2)n1\C=C\[C@H](O)C[C@H](O)CC([O-])=O)-c1ccc(F)cc1,700.0,6.15
CC(C)c1c(C(=O)N2CCCC2c2ccccc2)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,14.0,7.85
CC(C)OC1C[C@H](OCc2ccccc2)C[C@@H](/C=C/c2c(-c3ccc(F)cc3)nc(N(C)S(C)(=O)=O)nc2C(C)C)O1,1.0,9.0
Cc1c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(c2ccc(F)cc2)c2ccc(F)cc2)cc2ccccc12.[Na+],900.0,6.05
C/C=C\[C@@H]1C[C@H](OC(=O)[C@@H](C)CC)[C@@H]2[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H](C)C=C[C@H]2C1,30.0,7.52
CC(C)c1nc(Nc2ccnn2C)nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O,2.4,8.62
Cc1ccc(-c2cccc(O)c2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,1900.0,5.72
Cc1cc(C)c2ccc(Cl)cc2c1CCC1C[C@@H](O)CC(=O)O1,200.0,6.7
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C[C@@H]2C=C[C@H](C)[C@H](CC[C@H](O)C[C@H](O)CC(=O)[O-])[C@@H]12.[Na+],14.0,7.85
CC(C)n1c(/C=C/C(O)CC(O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21.[Na+],2.5,8.6
CC(C)c1c(C(=O)NCc2ccccc2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],4.7,8.33
O=C([O-])C[C@H](O)C[C@H](O)CCn1c(-c2ccc(F)cc2)nc(C(=O)NCc2ccc(F)c(F)c2)c1C1CC1.[Na+],1.2,8.92
CCCOC1C[C@H](O)C[C@H](O1)\C=C\c1c(nc(nc1-c1ccc(F)cc1)N(C)S(C)(=O)=O)C(C)C,10.0,8.0
CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)NCc1ccccn1)-c1ccc(F)cc1,25.0,7.6
CCC(C)(C)C(=O)O[C@H]1C[C@@](C)(CSc2ccccc2)O[C@@H]2CC[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12,6.6,8.18
C[C@H]1C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C2[C@@H](OC(=O)C(C)(C)C)C1,2.7,8.57
COc1ccccc1CNC(=O)c1nn(-c2ccc(F)cc2)c(OC[C@@H](O)C[C@@H](O)CC(=O)O)c1C(C)C,22.0,7.66
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,8.0,8.1
CC[C@H](C)C(=O)O[C@H]1C[C@H]2[C@@H](CC[C@@H]3C[C@H](O)CC[C@@]32C)[C@@H]2CCC([C@H](C)C[C@@H]3C[C@@H](O)CC(=O)O3)[C@@]12C,650.0,6.19
COC(=O)C[C@H](O)C[C@H](O)/C=C/n1c(C(C)C)cc(-c2ccc(F)cc2)c1-c1ccccc1,25.0,7.6
O=C1C[C@H](O)C[C@@H](/C=C/c2cnc3c(F)c(F)c(F)cc3c2Sc2ccccc2)O1,10670.0,4.97
COc1ccccc1-c1ccc(C)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,2100.0,5.68
COc1ccc(CC2CCCc3c2nn(c3\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c2ccc(F)cc2)cc1OC,320.0,6.49
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1ccccc1,284000.0,3.55
CCOc1cccc(CN(C)C(=O)c2nn(-c3ccc(F)cc3)c(OC[C@@H](O)C[C@@H](O)CC(=O)O)c2C(C)C)c1,16.0,7.8
COc1cccc(-c2c(-c3ccc(F)cc3)nc(C(F)(F)F)n2CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c1.[Na+],135.0,6.87
CC(C)c1sc(c(c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccccc1)-c1ccccc1,26.0,7.59
[Na+].CC(C)c1c(\C=C\[C@H](O)C[C@@H](O)CC([O-])=O)c(cn1C1CCCCC1)-c1ccc(F)cc1,0.106,9.97
COCc1cccc(CNC(=O)c2nn(c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c2C(C)C)-c2ccc(F)cc2)c1,7.0,8.15
CC(C)c1nc(N(c2nnnn2C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],4.2,8.38
C[C@@H]1C[C@H](OCc2ccccc2)[C@@H]2[C@@H](CCC3C[C@@H](O)CC(=O)O3)[C@@H](C)C=CC2=C1,27.0,7.57
OC(CC(O)\C=C\c1c(-c2ccc(F)cc2)c2ccccc2n2nnnc12)CC([O-])=O,4600.0,5.34
CC(C)c1nc(N(C)c2ncnn2C)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],1.4,8.85
CC(C)c1nn(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c1CC[C@H]1C[C@H](O)CC(=O)O1,32.0,7.49
CCC(C)(C)C(=O)O[C@@H](C[C@@H](C)CO)C1[C@H](O)CC[C@H](C)[C@@H]1CC[C@@H]1C[C@@H](O)CC(=O)O1,2800.0,5.55
Cc1nc(cc(-c2ccc(F)cc2)c1\C=C/[C@@H]1C[C@@H](O)CC(=O)O1)-c1ccccc1,100.0,7.0
Cc1cc(C)c(/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c(-c2ccc(F)c(C)c2)c1,10.0,8.0
Cc1nc2ccccc2c(-c2ccccc2)c1OCC(O)C[C@@H](O)CC([O-])=O,1000.0,6.0
Cc1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c(c(C)n1-c1ccccc1)-c1ccc(F)cc1,70.0,7.15
COc1cccc(Sc2c(\C=C\[C@@H]3C[C@@H](O)CC(=O)O3)cnc3cc(Cl)c(F)cc23)c1,9240.0,5.03
CC(C)c1cc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1)-c1ccccc1,10.0,8.0
O[C@H](C[C@H](O)\C=C\c1c2CCCC(CCCc3ccccc3)c2nn1-c1ccc(F)cc1)CC([O-])=O,160.0,6.8
O[C@H](CCn1c(nc(c1-c1ccc(cc1)C(F)(F)F)-c1ccc(F)cc1)C(F)(F)F)C[C@@H](O)CC([O-])=O,1000.0,6.0
CC(C)c1c(C(=O)NCc2ccc(Cl)cc2)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,6.7,8.17
CCC(C)(C)C(=O)O[C@H]1C[C@@H](/C=C/C(C)C)C[C@@H]2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,1200.0,5.92
[Na+].Cc1cc(C)c(OC[C@@H](O)C[C@@H](O)CC([O-])=O)c(c1)C1CCCCCC1,141.0,6.85
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(OCc3ccc(F)cc3)cc2Cl)O1,670.0,6.17
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)[C@@H](OP(=O)(c2ccccc2)c2ccccc2)[C@@H]2CC[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12,6.0,8.22
CC(C)(C)c1nc(cc(-c2ccc(F)cc2)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1)-c1ccccc1,18.0,7.74
CC(C)c1cc(c(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1)-c1ccccc1,347.0,6.46
CCCCCCCCCCCCCCCCCC(O)(CC(=O)O)CC(=O)O,100000.0,4.0
O[C@H](C[C@H](O)\C=C\c1c2CCCC(c2nn1-c1ccc(F)cc1)c1ccccc1)CC([O-])=O,2800.0,5.55
O=C1C[C@H](O)CC(CCc2c(Cl)cc(Cl)cc2OCC2CCCCC2)O1,750.0,6.12
CCCCCCCCc1sc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+],10000.0,5.0
CC(C)c1nn(-c2ccccn2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],10.0,8.0
CC(C)c1c(C(=O)N(C)Cc2ccccc2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],5.9,8.23
CC(C)N(Cc1ccccc1)C(=O)c1nn(c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c1C(C)C)-c1ccc(F)cc1,9.8,8.01
O=C1C[C@H](O)CC(CCc2cccc3ccccc23)O1,129000.0,3.89
CC(C)c1nc(-c2ccc(F)cc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,2.0,8.7
CC(C)c1sc(c(c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)-c1ccccc1,4.4,8.36
CC(C)c1nc(N(C)c2ccnn2C)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],2.5,8.6
CC(C)c1nn(c(c1CC[C@@H]1C[C@H](O)CC(=O)O1)-c1ccc(F)cc1)-c1ccccc1,700.0,6.15
CC(C)c1c(C(=O)N(C)Cc2ccccc2F)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],4.8,8.32
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(Cl)cc2OCc2ccncc2)O1,3700.0,5.43
Cc1cc(-c2nc(C(C)C)n(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c2-c2ccc(F)cc2)cc(C)c1Cl.[Na+],2.0,8.7
CCc1c(C(=O)NCc2ccccc2)nc(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],123.0,6.91
CC(C)c1sc(CO)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],325.0,6.49
CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)N1CCc2ccccc2C1)-c1ccc(F)cc1,10.0,8.0
CC[C@H](C)C(=O)O[C@H]1C[C@H](C[C@@H]2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12)\C=C/C,30.0,7.52
C[C@]1(O)CC(=O)O[C@H](CCc2ccc(Cl)cc2Cl)C1,19800.0,4.7
O=C([O-])C[C@H](O)C[C@H](O)CCn1c(C(F)(F)F)nc(-c2ccccc2)c1-c1ccc(F)cc1.[Na+],31.0,7.51
Cc1ccc(C(=C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c2nnnn2C)c2ccc(C)cc2F)c(F)c1.[Na+],580.0,6.24
O=C(O)C[C@H](O)CC(=O)CCc1ccccc1,1.3,8.89
CC(C)c1c(S(=O)(=O)Nc2ccc(C(N)=O)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],5.8,8.24
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)[C@@H](OCCc2ccccc2)[C@@H]2CC[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12,6.0,8.22
OC(COc1c(CCCOc2ccc(F)cc2)cc(Cl)cc1C1CCCC1)C[C@@H](O)CC([O-])=O,1000.0,6.0
OC(COc1c(CCCOc2ccc(F)cc2)cccc1C1CCCC1)C[C@@H](O)CC([O-])=O,1000.0,6.0
CC(C)c1c(C(=O)NCc2cccc(C#N)c2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],2.2,8.66
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,18.0,7.74
Cc1ccc(C)c(-c2ccc(Cl)c(Cl)c2)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1,13.0,7.89
COc1cccc(OC)c1-c1ccc(C(C)C)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,19000.0,4.72
CC(C)c1c(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c(cn1C(C)C)-c1ccc(F)cc1,117.0,6.93
Cc1c(-c2ccc(F)cc2)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)n1-c1ccccc1.[Na+],6.0,8.22
CC(C)c1ccc(Sc2c(\C=C\[C@@H]3C[C@@H](O)CC(=O)O3)cnc3ccccc23)cc1,12700.0,4.9
Cn1nnnc1C(C=C=C[C@@H](O)C[C@@H](O)CC(=O)[O-])=C(c1ccc(F)cc1)c1ccc(F)cc1.[Na+],5700.0,5.24
CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccccc1)S(=O)(=O)N1CCOCC1,4.5,8.35
C[C@H]1C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C2[C@@H](OC(=O)C2CC2)C1,38.6,7.41
CC(C)c1c(C(=O)N2CCCC2c2ccccc2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],7.3,8.14
CC(C)c1nc2ccc(Cl)cc2c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],480.0,6.32
C[C@H]1C=C2C=C[C@H](C)[C@H](CCC3C[C@@H](O)CC(=O)O3)[C@H]2[C@@H](OCc2ccc(Cl)cc2)C1,170.0,6.77
Cc1cc(ccc1F)-c1cccc(Cl)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1,30.0,7.52
Cc1ccc(-c2cccc3ccccc23)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,1800.0,5.74
COCCOCc1sc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+],206.0,6.69
Cn1nnnc1C(/C=C/C(O)CC(O)CC(=O)[O-])=C/c1ccc(F)cc1.[Na+],250000.0,3.6
O=C1C[C@H](O)C[C@@H](/C=C/c2cnc3ccccc3c2Sc2ccc(F)cc2)O1,18560.0,4.73
Cn1nnnc1C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)=C(c1ccc(F)cc1)c1ccc(F)cc1,13.0,7.89
CC(CCc1ccc2CCc3ccccc3-c2c1)CC(O)=O,10000.0,5.0
Cn1nnnc1C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])=C(\c1ccccc1)c1ccc(F)cc1.[Na+],44.0,7.36
O=C1C[C@H](O)C[C@@H](CCn2c(-c3ccc(F)cc3)ccc2C2CCCCC2)O1,100000.0,4.0
O=C(O)CC(O)CC(O)CCc1ccccc1,600000.0,3.22
CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)S(=O)(=O)N(C)Cc1ccccc1,8.0,8.1
CC(C)c1nc(c(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)-c1ccc(F)cc1,1.0,9.0
[Na+].CC(C)c1nn(c(c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)-c1ccccn1,10.0,8.0
CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)N(C)Cc1ccc(F)c(F)c1)-c1ccc(F)cc1,5.7,8.24
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(Cl)cc1OCc1ccc(F)cc1,200.0,6.7
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(Cl)cc2-c2ccc(F)cc2)O1,5.0,8.3
CC(C)c1nc(N(c2ncnn2C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],2.9,8.54
O=C([O-])C[C@H](O)C[C@H](O)CCn1c(C(F)(F)F)nc(-c2ccc(F)cc2)c1-c1ccccc1.[Na+],201.0,6.7
Cc1ccc(COc2cc(Cl)cc(Cl)c2/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)cc1,4900.0,5.31
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(Cl)cc2OCc2ccc(F)cc2)O1,200.0,6.7
CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)n(nc1C(=O)N(C)Cc1ccccc1C)-c1ccc(F)cc1,16.0,7.8
CC(C)CC(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12,5.4,8.27
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(Cl)cc1OCc1ccc(F)cc1F,200.0,6.7
CC(C)c1nc(-c2ccc(F)cc2)c(-c2cc(Cl)cc(Cl)c2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],22.0,7.66
[Na+].CC(C)c1nn(c(c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)-c1ccccc1,7.2,8.14
CCC(C)(C)C(=O)O[C@@H](CC(C)=C)C1[C@H](O)CC[C@H](C)[C@@H]1CC[C@@H]1C[C@H](CC(=O)O1)O[Si](C)(C)C(C)(C)C,1700.0,5.77
O[C@H](CCn1c(nc(-c2cccs2)c1-c1ccc(F)cc1)C(F)(F)F)C[C@@H](O)CC([O-])=O,64.0,7.19
CC(C)c1nc(Nc2cc(C(=O)[O-])nn2C)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O.[Na+],0.9,9.05
O[C@H](C[C@H](O)\C=C\c1c2CCCC(C\C=C\c3ccccc3)c2nn1-c1ccc(F)cc1)CC([O-])=O,82.0,7.09
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@]21C,3.0,8.52
CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c(c(c1C(=O)Nc1ccccc1)-c1ccccc1)-c1ccc(F)cc1,12.0,7.92
Cc1cc(C)cc(c1)-c1cc(Cl)cc(Cl)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1,13.0,7.89
CCC(C)(C)C(=O)NC(c1cc(C)cc(C)c1OCC(O)C[C@@H](O)CC(=O)[O-])C1CCCCC1.[Na+],320.0,6.49
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H]([O-])CC(=O)O3)C12,9.2,8.04
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(Cl)cc2OC/C=C/c2ccccc2)O1,1900.0,5.72
COc1cccc(Sc2c(F)cc3c(Sc4cccc(OC)c4)c(/C=C/[C@@H]4C[C@@H](O)CC(=O)O4)cnc3c2Sc2cccc(OC)c2)c1,74550.0,4.13
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CCC3C[C@@H](O)CC(=O)O3)[C@@H]12,3.0,8.52
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C21,2.2,8.66
CCn1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c(c(C)c1C(N)=O)-c1ccc(F)cc1,30.0,7.52
CCNC(=O)c1c(-c2ccccn2)c(-c2ccc(F)cc2)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])n1C(C)C.[Na+],21.0,7.68
CC(CC(=O)O)CC(=O)c1ccc2oc3ccccc3c2c1,110000.0,3.96
Cc1cc(C)cc(c1)-c1cc(C)cc(C)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1,15.0,7.82
Cc1ccc(-c2ccc(F)cc2)n1-c1cccc(c1)[C@@H]1C[C@@H](O)CC(=O)O1,24000.0,4.62
CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1)-c1ccccc1,7.0,8.15
Cn1nnnc1\C(\C=C\C(O)CC(O)CC([O-])=O)=C\c1ccc(F)cc1,250000.0,3.6
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(Cl)cc2-c2cc(Cl)cc(Cl)c2)O1,37.0,7.43
O=C1C[C@H](O)C[C@@H](/C=C/c2ccccc2Cl)O1,7400.0,5.13
CC(C)c1sc(c(c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1cccc(c1)C(F)(F)F)-c1ccccc1,2980.0,5.53
CCC(C)C(=O)O[C@H]1C[C@@H](C)C[C@@H]2C=C[C@H](C)[C@H](CCC(=O)C[C@@H](O)CC(=O)OC)[C@@H]12,80.0,7.1
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(Cl)cc1OC(c1ccccc1)c1ccccc1,6300.0,5.2
Cc1ccc(C2CC3CCC2CC3)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,2300.0,5.64
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(Cc1ccc(F)cc1)CCC2.[Na+],200.0,6.7
O[C@H](C[C@H](O)\C=C\c1c2CCCCCc2nn1-c1ccc(F)cc1)CC([O-])=O,3600.0,5.44
Cc1cccc(CCCOc2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+],250.0,6.6
Cc1ccc(CNC(=O)c2nc(-c3ccc(F)cc3)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2C2CC2)cc1F.[Na+],4.1,8.39
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CCC(=O)C[C@@H](O)CC(O)=O)C12,32.0,7.49
CCC(C)(C)OC(=O)C(C1CCCCC1)c1cc(C)cc(C)c1OCC(O)C[C@@H](O)CC([O-])=O,500.0,6.3
Cc1cc2-c3ccccc3\C(=C/[C@@H]3C[C@@H](O)CC(=O)O3)c2c(C)c1,750.0,6.12
CC(C)c1c(C(=O)N(C)[C@@H](C)c2ccccc2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],45.0,7.35
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1ccccc1Cl,7400.0,5.13
