canonical_smiles,standard_units,standard_value
CC(C)c1c(C(=O)N(C)Cc2ccccc2F)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,nM,8.7
CC(C)c1c(C(=O)N(C)Cc2ccc(F)c(F)c2)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,nM,5.7
COc1cccc(CN(C)C(=O)c2nn(-c3ccc(F)cc3)c(OC[C@@H](O)C[C@@H](O)CC(=O)O)c2C(C)C)c1,nM,21.0
CC(C)c1c(C(=O)N(C)Cc2cccc(C(F)(F)F)c2)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,nM,31.0
Cc1cccc(CN(C)C(=O)c2nn(-c3ccc(F)cc3)c(OC[C@@H](O)C[C@@H](O)CC(=O)O)c2C(C)C)c1,nM,37.0
CC(C)c1c(C(=O)N(C)Cc2cccc(Cl)c2)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,nM,8.3
CC(C)c1c(C(=O)N(C)Cc2cccc(F)c2)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,nM,14.0
COc1cc(CN(C)C(=O)c2nn(-c3ccc(F)cc3)c(OC[C@@H](O)C[C@@H](O)CC(=O)O)c2C(C)C)cc(OC)c1,nM,43.0
CCOc1cccc(CN(C)C(=O)c2nn(-c3ccc(F)cc3)c(OC[C@@H](O)C[C@@H](O)CC(=O)O)c2C(C)C)c1,nM,16.0
CC(C)c1c(C(=O)NCc2ccccc2Cl)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,nM,9.5
CC(C)c1c(C(=O)NCc2cccc(Cl)c2)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,nM,5.4
CC(C)c1c(C(=O)NCc2ccc(Cl)cc2)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,nM,6.7
COc1ccccc1CNC(=O)c1nn(-c2ccc(F)cc2)c(OC[C@@H](O)C[C@@H](O)CC(=O)O)c1C(C)C,nM,22.0
COc1cccc(CNC(=O)c2nn(-c3ccc(F)cc3)c(OC[C@@H](O)C[C@@H](O)CC(=O)O)c2C(C)C)c1,nM,16.0
COc1ccc(CNC(=O)c2nn(-c3ccc(F)cc3)c(OC[C@@H](O)C[C@@H](O)CC(=O)O)c2C(C)C)cc1,nM,12.0
Cc1ccccc1CNC(=O)c1nn(-c2ccc(F)cc2)c(OC[C@@H](O)C[C@@H](O)CC(=O)O)c1C(C)C,nM,17.0
Cc1cccc(CNC(=O)c2nn(-c3ccc(F)cc3)c(OC[C@@H](O)C[C@@H](O)CC(=O)O)c2C(C)C)c1,nM,4.9
Cc1ccc(CNC(=O)c2nn(-c3ccc(F)cc3)c(OC[C@@H](O)C[C@@H](O)CC(=O)O)c2C(C)C)cc1,nM,15.0
Cc1ccc(CN(C)C(=O)c2nn(-c3ccc(F)cc3)c(OC[C@@H](O)C[C@@H](O)CC(=O)O)c2C(C)C)cc1,nM,37.0
CC(C)c1c(C(=O)N(C)Cc2cccc(F)c2F)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,nM,14.0
CC(C)c1c(C(=O)NCc2cccc(F)c2F)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,nM,2.0
CC(C)c1c(C(=O)N(C)Cc2ccccc2)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,nM,5.2
CC(C)c1c(C(=O)N2CCC[C@H](N3CCC4C=CC=CC4C3)C2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)O,nM,10.0
O=C1C[C@H](O)C[C@@H](/C=C/c2cnc3ccccc3c2Sc2ccc(F)cc2)O1,nM,18560.0
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],nM,13220.0
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Ca+2],nM,10550.0
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],nM,9030.0
CC(C)c1ccc(Sc2cc3c(Sc4ccc(C(C)C)cc4)c(/C=C/[C@@H]4C[C@@H](O)CC(=O)O4)cnc3c(Sc3ccc(C(C)C)cc3)c2Sc2ccc(C(C)C)cc2)cc1,nM,4350.0
COc1cccc(Sc2c(F)cc3c(Sc4cccc(OC)c4)c(/C=C/[C@@H]4C[C@@H](O)CC(=O)O4)cnc3c2Sc2cccc(OC)c2)c1,nM,74550.0
O=C1C[C@H](O)C[C@@H](/C=C/c2cnc3c(Sc4ccc(F)cc4)c(Sc4ccc(F)cc4)c(F)cc3c2Sc2ccc(F)cc2)O1,nM,11940.0
CC(C)c1ccc(Sc2cc3ncc(/C=C/[C@@H]4C[C@@H](O)CC(=O)O4)c(Sc4ccc(C(C)C)cc4)c3cc2Sc2ccc(C(C)C)cc2)cc1,nM,14150.0
COc1cccc(Sc2cc3ncc(/C=C/[C@@H]4C[C@@H](O)CC(=O)O4)c(Sc4cccc(OC)c4)c3cc2Sc2cccc(OC)c2)c1,nM,15370.0
O=C1C[C@H](O)C[C@@H](/C=C/c2cnc3cc(Sc4ccccc4)c(Sc4ccccc4)cc3c2Sc2ccccc2)O1,nM,32550.0
COc1cccc(Sc2c(F)cc3c(Sc4cccc(OC)c4)c(/C=C/[C@@H]4C[C@@H](O)CC(=O)O4)cnc3c2F)c1,nM,49670.0
CC(C)c1ccc(Sc2cc3ncc(/C=C/[C@@H]4C[C@@H](O)CC(=O)O4)c(Sc4ccc(C(C)C)cc4)c3cc2F)cc1,nM,10600.0
COc1cccc(Sc2cc3ncc(/C=C/[C@@H]4C[C@@H](O)CC(=O)O4)c(Sc4cccc(OC)c4)c3cc2F)c1,nM,3640.0
O=C1C[C@H](O)C[C@@H](/C=C/c2cnc3cc(Sc4ccc(F)cc4)c(F)cc3c2Sc2ccc(F)cc2)O1,nM,38930.0
O=C1C[C@H](O)C[C@@H](/C=C/c2cnc3cc(Sc4ccccc4)c(F)cc3c2Sc2ccccc2)O1,nM,4410.0
CC(C)c1ccc(Sc2c(/C=C/[C@@H]3C[C@@H](O)CC(=O)O3)cnc3c(F)c(F)c(F)cc23)cc1,nM,3210.0
O=C1C[C@H](O)C[C@@H](/C=C/c2cnc3c(F)c(F)c(F)cc3c2Sc2ccc(F)cc2)O1,nM,7930.0
O=C1C[C@H](O)C[C@@H](/C=C/c2cnc3c(F)c(F)c(F)cc3c2Sc2ccccc2)O1,nM,10670.0
CC(C)c1ccc(Sc2c(/C=C/[C@@H]3C[C@@H](O)CC(=O)O3)cnc3cc(Cl)c(F)cc23)cc1,nM,22050.0
COc1cccc(Sc2c(/C=C/[C@@H]3C[C@@H](O)CC(=O)O3)cnc3cc(Cl)c(F)cc23)c1,nM,9240.0
CC(C)c1ccc(Sc2ccc3c(Sc4ccc(C(C)C)cc4)c(/C=C/[C@@H]4C[C@@H](O)CC(=O)O4)cnc3c2)cc1,nM,15750.0
CC(C)c1ccc(Sc2c(/C=C/[C@@H]3C[C@@H](O)CC(=O)O3)cnc3ccccc23)cc1,nM,12650.0
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,nM,13.0
CC(C)c1c(C(=O)N2CCC[C@H](c3ccccc3)C2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,2.0
CC(C)c1c(C(=O)N2CCCC(c3ccccc3)C2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,1.5
CC(C)c1c(C(=O)N2CCCCC2c2ccccc2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,6.1
CC(C)c1c(C(=O)N2CCCC2c2ccccc2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,7.3
CC(C)c1c(C(=O)N(C)[C@@H](C)c2ccccc2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,45.0
CC(C)c1c(C(=O)N(C)[C@H](C)c2ccccc2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,1.5
CC(C)c1c(C(=O)N(C)Cc2cccc(F)c2F)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,9.0
CC(C)c1c(C(=O)N(C)Cc2ccc(F)cc2F)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,7.0
CC(C)c1c(C(=O)N(C)Cc2ccc(F)cc2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,6.6
CC(C)c1c(C(=O)N(C)Cc2cccc(F)c2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,3.9
CC(C)c1c(C(=O)N(C)Cc2ccccc2F)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,4.8
COc1ccc(CN(C)C(=O)c2nn(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2C(C)C)cc1.[Na+],nM,12.0
Cc1ccc(CN(C)C(=O)c2nn(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2C(C)C)cc1.[Na+],nM,9.9
Cc1cccc(CN(C)C(=O)c2nn(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2C(C)C)c1.[Na+],nM,6.1
CC(C)c1c(C(=O)N(Cc2ccccc2)C(C)C)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,9.8
CCN(Cc1ccccc1)C(=O)c1nn(-c2ccc(F)cc2)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c1C(C)C.[Na+],nM,3.8
CC(C)c1c(C(=O)N(C)Cc2ccccc2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,5.9
CC(C)c1c(C(=O)NCc2ccc(C(=O)N(C)C)cc2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,25.0
CC(C)c1c(C(=O)NCc2cccc(C#N)c2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,2.2
COCc1cccc(CNC(=O)c2nn(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2C(C)C)c1.[Na+],nM,7.0
Cc1ccc(CNC(=O)c2nn(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2C(C)C)cc1.[Na+],nM,1.9
CC(C)c1c(C(=O)NCc2ccc(F)cc2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,3.8
COc1ccc(CNC(=O)c2nn(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2C(C)C)cc1.[Na+],nM,2.8
CC(C)c1c(C(=O)NCc2ccccc2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,4.7
CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])nn(-c2ccc(F)cc2)c1C(=O)NCc1ccccc1.[Na+],nM,520.0
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,nM,12.0
CC(C)c1c(S(=O)(=O)N2CCOCC2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,4.5
CC(C)c1c(S(=O)(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,9.0
CC(C)c1c(S(=O)(=O)Nc2ccccc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,2.0
CC(C)c1c(S(=O)(=O)Nc2ccc(F)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,15.0
CC(C)c1c(S(=O)(=O)N(C)Cc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,8.5
CC(C)c1c(S(=O)(=O)N(C)Cc2ccccc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,8.0
CC(C)c1c(S(=O)(=O)N2CCc3ccccc3C2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,8.4
CC(C)c1c(S(=O)(=O)Nc2ccc(C(N)=O)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,5.8
CC(C)c1c(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,4.9
CC(C)c1c(S(=O)(=O)N2CCSCC2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,9.7
CNS(=O)(=O)c1c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c1C(C)C.[Na+],nM,27.0
CC(C)c1c(S(=O)(=O)N(C)C)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,6.1
CC(C)c1c(S(=O)(=O)N2CCC2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,1.8
CC(C)c1c(S(=O)(=O)N(C)C)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,6.5
CC(C)c1c(S(=O)(=O)N2CCN(C)CC2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,2.7
CC(C)c1c(S(=O)(=O)NCc2ccccc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,13.0
CC(C)c1c(S(=O)(=O)Nc2cccc(O)c2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,9.4
CC(C)c1c(S(=O)(=O)Nc2cccc(CC(N)=O)c2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,1.0
CC(C)c1c(S(=O)(=O)Nc2cccc(C(N)=O)c2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,18.0
CC(C)c1c(S(=O)(=O)N2CCCC2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,2.6
CC(C)c1c(S(=O)(=O)N2CCCCC2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,2.9
CC(C)c1nc(Nc2nsc(-c3ccccc3)n2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,6.9
CC(C)c1nc(N(C)c2ncnn2C)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,1.4
CC(C)c1nc(N(c2ncnn2C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,2.9
CC(C)c1nc(Nc2ncnn2C)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,3.0
CC(C)c1nc(Nc2cc(C(=O)[O-])nn2C)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O.[Na+],nM,0.9
CC(C)c1nc(N(c2nnnn2C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,4.2
CC(C)c1nc(N(C)c2nnnn2C)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,0.5
CC(C)c1nc(Nc2nnnn2C)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,0.9
CC(C)c1nc(N(c2ccn(C)n2)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,3.7
CC(C)c1nc(N(C)c2ccn(C)n2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,2.5
CC(C)c1nc(Nc2ccn(C)n2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,1.8
CC(C)c1nc(Nc2cc(C(C)(C)C)nn2C)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,12.4
CC(C)c1nc(N(c2ccnn2C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,2.2
CC(C)c1nc(N(C)c2ccnn2C)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,2.5
CC(C)c1nc(Nc2ccnn2C)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,2.4
CC(C)c1nc(N(c2ccon2)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,33.0
CC(C)c1nc(N(C)c2ccon2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,7.0
CC(C)c1nc(Nc2ccon2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,2.3
CCC(CC)(c1ccc(F)cc1)c1ccc(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c1.[Na+],nM,26000.0
CCC(CC)(c1cccc(F)c1)c1ccc(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c1.[Na+],nM,92000.0
CCC(CC)(c1ccc(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c1)c1ccccc1F.[Na+],nM,7400.0
CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,nM,3.0
CCC(CC)(c1ccccc1)c1ccc(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccccc2)c1.[Na+],nM,850.0
CCC(CC)(c1ccccc1)c1ccc(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccccc2F)c1.[Na+],nM,820.0
CCC(CC)(c1ccccc1)c1ccc(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2cccc(F)c2)c1.[Na+],nM,1200.0
CCC(CC)(c1ccccc1)c1ccc(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c1.[Na+],nM,150.0
CCC(CC)(c1ccccc1)c1ccc(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c1.[Na+],nM,1800.0
Cc1c(C(=O)NCc2ccccc2)nc(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,94.0
CCc1c(C(=O)NCc2ccccc2)nc(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,123.0
CCCc1c(C(=O)NCc2ccccc2)nc(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,26.0
CC(C)c1c(C(=O)NCc2ccccc2)nc(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],nM,7.9
O=C([O-])C[C@H](O)C[C@H](O)CCn1c(-c2ccc(F)cc2)nc(C(=O)NCc2ccccc2)c1C1CC1.[Na+],nM,1.4
Cc1ccc(CNC(=O)c2nc(-c3ccc(F)cc3)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2C2CC2)cc1.[Na+],nM,1.7
Cc1cccc(CNC(=O)c2nc(-c3ccc(F)cc3)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2C2CC2)c1.[Na+],nM,7.2
Cc1ccccc1CNC(=O)c1nc(-c2ccc(F)cc2)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c1C1CC1.[Na+],nM,4.9
COc1ccc(CNC(=O)c2nc(-c3ccc(F)cc3)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2C2CC2)cc1.[Na+],nM,1.2
COc1cccc(CNC(=O)c2nc(-c3ccc(F)cc3)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2C2CC2)c1.[Na+],nM,1.2
COc1ccccc1CNC(=O)c1nc(-c2ccc(F)cc2)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c1C1CC1.[Na+],nM,7.0
O=C([O-])C[C@H](O)C[C@H](O)CCn1c(-c2ccc(F)cc2)nc(C(=O)NCc2ccc(F)cc2)c1C1CC1.[Na+],nM,3.4
O=C([O-])C[C@H](O)C[C@H](O)CCn1c(-c2ccc(F)cc2)nc(C(=O)NCc2cccc(F)c2)c1C1CC1.[Na+],nM,1.2
O=C([O-])C[C@H](O)C[C@H](O)CCn1c(-c2ccc(F)cc2)nc(C(=O)NCc2ccccc2F)c1C1CC1.[Na+],nM,1.5
O=C([O-])C[C@H](O)C[C@H](O)CCn1c(-c2ccc(F)cc2)nc(C(=O)NCc2ccc(F)c(F)c2)c1C1CC1.[Na+],nM,1.2
O=C([O-])C[C@H](O)C[C@H](O)CCn1c(-c2ccc(F)cc2)nc(C(=O)NCc2ccc(F)cc2F)c1C1CC1.[Na+],nM,1.2
Cc1ccc(CNC(=O)c2nc(-c3ccc(F)cc3)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2C2CC2)cc1F.[Na+],nM,4.1
COc1ccc(CNC(=O)c2nc(-c3ccc(F)cc3)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2C2CC2)cc1F.[Na+],nM,3.7
NC(=O)c1ccc(CNC(=O)c2nc(-c3ccc(F)cc3)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2C2CC2)cc1.[Na+],nM,7.2
CN(C)S(=O)(=O)c1ccc(CNC(=O)c2nc(-c3ccc(F)cc3)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2C2CC2)cc1.[Na+],nM,4.9
CC(CCc1ccc(-c2ccccc2)cc1)CC(=O)O,nM,2000.0
CC(CC(=O)O)CC(=O)c1ccc(-c2ccccc2)cc1,nM,70000.0
CC(CC(=O)O)CC(=O)c1ccc(Oc2ccccc2)cc1,nM,290000.0
CC(CC(=O)O)CC(=O)c1ccc(Sc2ccccc2)cc1,nM,240000.0
CC(CC(=O)O)CC(=O)c1ccc2oc3ccccc3c2c1,nM,110000.0
CC(CC(=O)O)CC(=O)c1ccc2sc3ccccc3c2c1,nM,160000.0
CC(CC(=O)O)CC(=O)c1ccc2c(c1)-c1ccccc1CC2,nM,30000.0
CC(CCc1ccc(Oc2ccccc2)cc1)CC(=O)O,nM,20000.0
CC(CCc1ccc(Sc2ccccc2)cc1)CC(=O)O,nM,20000.0
CC(CCc1ccc(S(=O)(=O)c2ccccc2)cc1)CC(=O)O,nM,40000.0
CC(CCc1ccc2oc3ccccc3c2c1)CC(=O)O,nM,360000.0
CC(CCc1ccc2sc3ccccc3c2c1)CC(=O)O,nM,70000.0
CC(CCc1ccc2c(c1)-c1ccccc1S2(=O)=O)CC(=O)O,nM,30000.0
CC(CCc1ccc2c(c1)-c1ccccc1CC2)CC(=O)O,nM,10000.0
CC(C)(Oc1ccc(Cl)cc1)C(=O)[O-].[Na+],nM,440000.0
O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,nM,4.1
CC(C)c1nc2ccccc2c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,nM,19.0
COC1C[C@H](OC(=O)c2cccnc2)C[C@@H](/C=C/c2c(-c3ccc(F)cc3)nc(N(C)S(C)(=O)=O)nc2C(C)C)O1,nM,1.0
CCCOC1C[C@H](OC(=O)c2cccnc2)C[C@@H](/C=C/c2c(-c3ccc(F)cc3)nc(N(C)S(C)(=O)=O)nc2C(C)C)O1,nM,8.0
CC(C)OC1C[C@H](OCc2ccccc2)C[C@@H](/C=C/c2c(-c3ccc(F)cc3)nc(N(C)S(C)(=O)=O)nc2C(C)C)O1,nM,1.0
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@H]1C[C@H](OCc2ccccc2)CC(OC(C)(C)C)O1,nM,4.0
C=CCOC1C[C@@H](OCc2ccccc2)C[C@H](/C=C/c2c(-c3ccc(F)cc3)nc(N(C)S(C)(=O)=O)nc2C(C)C)O1,nM,3.0
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@H]1C[C@H](OCc2ccccc2)CC(OCC(Cl)(Cl)Cl)O1,nM,2.0
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(Oc2c(F)cc(F)cc2F)O1,nM,1.0
